ЖОО/ВУЗ коды,ЖОО/ВУЗ атауы,Білім беру шифры,БББТ/ГОП шифры,Мамандық (ГОП/БББТ),Мин. балл,1 профильный предмет,2 профильный предмет,Общий конкурс (2023),Сельская квота (2023),Абай,Атырау,Ауыл жастары,Жетісу,Маңғыстау,Негізгі,Түркістан,Шымкент қ.,Ұлытау
12,Д. Серікбаев атындағы Шығыс Қазақстан техникалық университеті - Восточно-Казахстанский технический университет имени Д. Серикбаева,6B11,B094,Санитарлық-профилактикалық іс-шаралар - Санитарно-профилактические мероприятия,50,Математика,Физика,67,59,,,,,5,134,,,
501,Жәңгір хан атындағы Батыс Қазақстан аграрлық-техникалық университеті - Западно-Казахстанский аграрно-технический университет имени Жангир хана,6B11,B094,Санитарлық-профилактикалық іс-шаралар - Санитарно-профилактические мероприятия,50,Математика,Физика,67,59,,,,,5,134,,,
11,Сәрсен Аманжолов атындағы Шығыс Қазақстан университеті - Восточно-Казахстанский университет имени Сарсена Аманжолова,6B11,B094,Санитарлық-профилактикалық іс-шаралар - Санитарно-профилактические мероприятия,50,Математика,Физика,67,59,,,,,5,134,,,
42,Семей қаласының Шәкәрім атындағы университеті - Университет имени Шакарима города Семей,6B11,B094,Санитарлық-профилактикалық іс-шаралар - Санитарно-профилактические мероприятия,50,Математика,Физика,67,59,,,,,5,134,,,
34,Қорқыт ата атындағы Қызылорда университеті - Кызылординский университет имени Коркыт Ата,6B11,B094,Санитарлық-профилактикалық іс-шаралар - Санитарно-профилактические мероприятия,50,Математика,Физика,67,59,,,,,5,134,,,
43,М.Х. Дулати атындағы Тараз өңірлік университеті - Таразский региональный университет имени М.Х. Дулати,6B11,B094,Санитарлық-профилактикалық іс-шаралар - Санитарно-профилактические мероприятия,50,Математика,Физика,67,59,,,,,5,134,,,
33,Қарағанды индустриялық университеті - Карагандинский индустриальный университет,6B11,B094,Санитарлық-профилактикалық іс-шаралар - Санитарно-профилактические мероприятия,50,Математика,Физика,67,59,,,,,5,134,,,
38,Торайғыров университеті - Торайгыров университет,6B11,B094,Санитарлық-профилактикалық іс-шаралар - Санитарно-профилактические мероприятия,50,Математика,Физика,67,59,,,,,5,134,,,
39,РУДНЫЙ ИНДУСТРИЯЛЫҚ УНИВЕРСИТЕТІ КОММЕРЦИЯЛЫҚ ЕМЕС АКЦИОНЕРЛІК ҚОҒАМЫ - НАО «Рудненский индустриальный университет»,6B11,B094,Санитарлық-профилактикалық іс-шаралар - Санитарно-профилактические мероприятия,50,Математика,Физика,67,59,,,,,5,134,,,
35,Ш. Уәлиханов атындағы Көкшетау университеті - Кокшетауский университет имени Ш. Уалиханова,6B11,B094,Санитарлық-профилактикалық іс-шаралар - Санитарно-профилактические мероприятия,50,Математика,Физика,67,59,,,,,5,134,,,
146,Инновациялық Еуразия университеті - Инновационный Евразийский университет,6B11,B094,Санитарлық-профилактикалық іс-шаралар - Санитарно-профилактические мероприятия,50,Математика,Физика,67,59,,,,,5,134,,,
158,Абай Мырзахметов атындағы Көкшетау университеті - Кокшетауский университет имени Абая Мырзахметова,6B11,B094,Санитарлық-профилактикалық іс-шаралар - Санитарно-профилактические мероприятия,50,Математика,Физика,67,59,,,,,5,134,,,
45,М. Әуезов атындағы Оңтүстік Қазақстан университеті - Южно-Казахстанский университет имени М. Ауэзова,6B11,B094,Санитарлық-профилактикалық іс-шаралар - Санитарно-профилактические мероприятия,50,Математика,Физика,67,59,,,,,5,134,,,
32,Әбілқас Сағынов атындағы Қарағанды техникалық университеті - Карагандинский технический университет имени Абылкаса Сагинова,6B11,B094,Санитарлық-профилактикалық іс-шаралар - Санитарно-профилактические мероприятия,50,Математика,Физика,67,59,,,,,5,134,,,
79,Каспий қоғамдық университеті - Каспийский общественный университет,6B11,B094,Санитарлық-профилактикалық іс-шаралар - Санитарно-профилактические мероприятия,50,Математика,Физика,67,59,,,,,5,134,,,
24,Қазақ ұлттық аграрлық зерттеу университеті - Казахский национальный аграрный исследовательский университет,6B07,B064,Механика және металл өңдеу - Механика и металлообработка,65,Математика,Физика,50,-,40,30,91,,29,1730,10,15,15
29,Қ.И.Сәтбаев атындағы Қазақ ұлттық техникалық зерттеу университеті - Казахский национальный исследовательский технический университет имени К.И.Сатпаева,6B07,B064,Механика және металл өңдеу - Механика и металлообработка,65,Математика,Физика,50,-,40,30,91,,29,1730,10,15,15
57,Ғұмарбек Дәукеев атындағы Алматы энергетика және байланыс университеті - Алматинский университет энергетики и связи имени Гумарбека Даукеева,6B07,B064,Механика және металл өңдеу - Механика и металлообработка,60,Математика,Физика,50,-,40,30,91,,29,1730,10,15,15
31,Е.А. Бөкетов атындағы Қарағанды университеті - Карагандинский университет имени академика Е.А. Букетова,6B07,B064,Механика және металл өңдеу - Механика и металлообработка,55,Математика,Физика,50,-,40,30,91,,29,1730,10,15,15
19,Логистика және көлік академиясы - Академия логистики и транспорта,6B07,B064,Механика және металл өңдеу - Механика и металлообработка,50,Математика,Физика,50,-,40,30,91,,29,1730,10,15,15
182,Қ. Құлажанов атындағы қазақ технология және бизнес университеті - Казахский университет технологии и бизнеса им. К.Кулажанова,6B07,B064,Механика және металл өңдеу - Механика и металлообработка,50,Математика,Физика,50,-,40,30,91,,29,1730,10,15,15
198,Батыс Қазақстан инновациялық-технологиялық университеті - Западно-Казахстанский инновационно-технологический университет,6B07,B064,Механика және металл өңдеу - Механика и металлообработка,50,Математика,Физика,50,-,40,30,91,,29,1730,10,15,15
3,Ш. Есенов атындағы Каспий технологиялар және инжиниринг университеті - Каспийский университет технологии и инжиниринга имени Ш.Есенова,6B07,B064,Механика және металл өңдеу - Механика и металлообработка,50,Математика,Физика,50,-,40,30,91,,29,1730,10,15,15
2,С. Сейфуллин атындағы Қазақ агротехникалық зерттеу университеті - Казахский агротехнический исследовательский университет имени С.Сейфуллина,6B07,B064,Механика және металл өңдеу - Механика и металлообработка,50,Математика,Физика,50,-,40,30,91,,29,1730,10,15,15
501,Жәңгір хан атындағы Батыс Қазақстан аграрлық-техникалық университеті - Западно-Казахстанский аграрно-технический университет имени Жангир хана,6B07,B064,Механика және металл өңдеу - Механика и металлообработка,50,Математика,Физика,50,-,40,30,91,,29,1730,10,15,15
12,Д. Серікбаев атындағы Шығыс Қазақстан техникалық университеті - Восточно-Казахстанский технический университет имени Д. Серикбаева,6B07,B064,Механика және металл өңдеу - Механика и металлообработка,50,Математика,Физика,50,-,40,30,91,,29,1730,10,15,15
34,Қорқыт ата атындағы Қызылорда университеті - Кызылординский университет имени Коркыт Ата,6B07,B064,Механика және металл өңдеу - Механика и металлообработка,50,Математика,Физика,50,-,40,30,91,,29,1730,10,15,15
43,М.Х. Дулати атындағы Тараз өңірлік университеті - Таразский региональный университет имени М.Х. Дулати,6B07,B064,Механика және металл өңдеу - Механика и металлообработка,50,Математика,Физика,50,-,40,30,91,,29,1730,10,15,15
42,Семей қаласының Шәкәрім атындағы университеті - Университет имени Шакарима города Семей,6B07,B064,Механика және металл өңдеу - Механика и металлообработка,50,Математика,Физика,50,-,40,30,91,,29,1730,10,15,15
33,Қарағанды индустриялық университеті - Карагандинский индустриальный университет,6B07,B064,Механика және металл өңдеу - Механика и металлообработка,50,Математика,Физика,50,-,40,30,91,,29,1730,10,15,15
38,Торайғыров университеті - Торайгыров университет,6B07,B064,Механика және металл өңдеу - Механика и металлообработка,50,Математика,Физика,50,-,40,30,91,,29,1730,10,15,15
39,РУДНЫЙ ИНДУСТРИЯЛЫҚ УНИВЕРСИТЕТІ КОММЕРЦИЯЛЫҚ ЕМЕС АКЦИОНЕРЛІК ҚОҒАМЫ - НАО «Рудненский индустриальный университет»,6B07,B064,Механика және металл өңдеу - Механика и металлообработка,50,Математика,Физика,50,-,40,30,91,,29,1730,10,15,15
37,Қожа Ахмет Ясауи атындағы Халықаралық қазақ-түрік университеті - Международный казахско-турецкий университет имени Ходжи Ахмеда Ясави,6B07,B064,Механика және металл өңдеу - Механика и металлообработка,50,Математика,Физика,50,-,40,30,91,,29,1730,10,15,15
35,Ш. Уәлиханов атындағы Көкшетау университеті - Кокшетауский университет имени Ш. Уалиханова,6B07,B064,Механика және металл өңдеу - Механика и металлообработка,50,Математика,Физика,50,-,40,30,91,,29,1730,10,15,15
36,Ахмет Байтұрсынов атындағы Қостанай өңірлік университеті - Костанайский региональный университет имени Ахмета Байтурсынова,6B07,B064,Механика және металл өңдеу - Механика и металлообработка,50,Математика,Физика,50,-,40,30,91,,29,1730,10,15,15
40,Манаш Қозыбаев атындағы Солтүстік Қазақстан университеті - Северо-Казахстанский университет имени Манаша Козыбаева,6B07,B064,Механика және металл өңдеу - Механика и металлообработка,50,Математика,Физика,50,-,40,30,91,,29,1730,10,15,15
45,М. Әуезов атындағы Оңтүстік Қазақстан университеті - Южно-Казахстанский университет имени М. Ауэзова,6B07,B064,Механика және металл өңдеу - Механика и металлообработка,50,Математика,Физика,50,-,40,30,91,,29,1730,10,15,15
146,Инновациялық Еуразия университеті - Инновационный Евразийский университет,6B07,B064,Механика және металл өңдеу - Механика и металлообработка,50,Математика,Физика,50,-,40,30,91,,29,1730,10,15,15
140,М. Дулатов атындағы Қостанай инженерлік- экономикалық университеті - Костанайский инженерно-экономический университет имени М. Дулатова,6B07,B064,Механика және металл өңдеу - Механика и металлообработка,50,Математика,Физика,50,-,40,30,91,,29,1730,10,15,15
160,Еуразия технологиялық университеті - Евразийский технологический университет,6B07,B064,Механика және металл өңдеу - Механика и металлообработка,50,Математика,Физика,50,-,40,30,91,,29,1730,10,15,15
162,Халықаралық көліктік-гуманитарлық университеті - Международный транспортно-гуманитарный университет,6B07,B064,Механика және металл өңдеу - Механика и металлообработка,50,Математика,Физика,50,-,40,30,91,,29,1730,10,15,15
147,Академик Қ. Сәтбаев Екібастұз инженерлік-техникалық институты - Екибастузский инженерно-технический институт имени академика К. Сатпаева,6B07,B064,Механика және металл өңдеу - Механика и металлообработка,50,Математика,Физика,50,-,40,30,91,,29,1730,10,15,15
49,ХАЛЫҚАРАЛЫҚ ИНЖЕНЕРЛІК-ТЕХНОЛОГИЯЛЫҚ УНИВЕРСИТЕТ - МЕЖДУНАРОДНЫЙ ИНЖЕНЕРНО-ТЕХНОЛОГИЧЕСКИЙ УНИВЕРСИТЕТ,6B07,B064,Механика және металл өңдеу - Механика и металлообработка,50,Математика,Физика,50,-,40,30,91,,29,1730,10,15,15
53,Алматы технологиялық университеті - Алматинский технологический университет,6B07,B064,Механика және металл өңдеу - Механика и металлообработка,50,Математика,Физика,50,-,40,30,91,,29,1730,10,15,15
32,Әбілқас Сағынов атындағы Қарағанды техникалық университеті - Карагандинский технический университет имени Абылкаса Сагинова,6B07,B064,Механика және металл өңдеу - Механика и металлообработка,50,Математика,Физика,50,-,40,30,91,,29,1730,10,15,15
29,Қ.И.Сәтбаев атындағы Қазақ ұлттық техникалық зерттеу университеті - Казахский национальный исследовательский технический университет имени К.И.Сатпаева,6B08,B082,Су ресурстары және суды пайдалану - Водные ресурсы и водопользование,65,Математика,Физика,50,-,,,5,,5,230,,,
24,Қазақ ұлттық аграрлық зерттеу университеті - Казахский национальный аграрный исследовательский университет,6B08,B082,Су ресурстары және суды пайдалану - Водные ресурсы и водопользование,50,Математика,Физика,50,-,,,5,,5,230,,,
2,С. Сейфуллин атындағы Қазақ агротехникалық зерттеу университеті - Казахский агротехнический исследовательский университет имени С.Сейфуллина,6B08,B082,Су ресурстары және суды пайдалану - Водные ресурсы и водопользование,50,Математика,Физика,50,-,,,5,,5,230,,,
12,Д. Серікбаев атындағы Шығыс Қазақстан техникалық университеті - Восточно-Казахстанский технический университет имени Д. Серикбаева,6B08,B082,Су ресурстары және суды пайдалану - Водные ресурсы и водопользование,50,Математика,Физика,50,-,,,5,,5,230,,,
34,Қорқыт ата атындағы Қызылорда университеті - Кызылординский университет имени Коркыт Ата,6B08,B082,Су ресурстары және суды пайдалану - Водные ресурсы и водопользование,50,Математика,Физика,50,-,,,5,,5,230,,,
43,М.Х. Дулати атындағы Тараз өңірлік университеті - Таразский региональный университет имени М.Х. Дулати,6B08,B082,Су ресурстары және суды пайдалану - Водные ресурсы и водопользование,50,Математика,Физика,50,-,,,5,,5,230,,,
45,М. Әуезов атындағы Оңтүстік Қазақстан университеті - Южно-Казахстанский университет имени М. Ауэзова,6B08,B082,Су ресурстары және суды пайдалану - Водные ресурсы и водопользование,50,Математика,Физика,50,-,,,5,,5,230,,,
29,Қ.И.Сәтбаев атындағы Қазақ ұлттық техникалық зерттеу университеті - Казахский национальный исследовательский технический университет имени К.И.Сатпаева,6B07,B126,Көлік құрылысы - Транспортное строительство,65,Математика,Физика,-,-,,10,50,,10,700,,,
19,Логистика және көлік академиясы - Академия логистики и транспорта,6B07,B126,Көлік құрылысы - Транспортное строительство,50,Математика,Физика,-,-,,10,50,,10,700,,,
12,Д. Серікбаев атындағы Шығыс Қазақстан техникалық университеті - Восточно-Казахстанский технический университет имени Д. Серикбаева,6B07,B126,Көлік құрылысы - Транспортное строительство,50,Математика,Физика,-,-,,10,50,,10,700,,,
43,М.Х. Дулати атындағы Тараз өңірлік университеті - Таразский региональный университет имени М.Х. Дулати,6B07,B126,Көлік құрылысы - Транспортное строительство,50,Математика,Физика,-,-,,10,50,,10,700,,,
32,Әбілқас Сағынов атындағы Қарағанды техникалық университеті - Карагандинский технический университет имени Абылкаса Сагинова,6B07,B126,Көлік құрылысы - Транспортное строительство,50,Математика,Физика,-,-,,10,50,,10,700,,,
78,Л.Б. Гончаров атындағы Қазақ автомобиль-жол институты - Казахский автомобильно-дорожный институт имени Л.Б. Гончарова,6B07,B126,Көлік құрылысы - Транспортное строительство,50,Математика,Физика,-,-,,10,50,,10,700,,,
146,Инновациялық Еуразия университеті - Инновационный Евразийский университет,6B09,B083,Ветеринария,60,Биология,Химия,50,-,,,,,,904,,,
24,Қазақ ұлттық аграрлық зерттеу университеті - Казахский национальный аграрный исследовательский университет,6B09,B083,Ветеринария,50,Биология,Химия,50,-,,,,,,904,,,
198,Батыс Қазақстан инновациялық-технологиялық университеті - Западно-Казахстанский инновационно-технологический университет,6B09,B083,Ветеринария,50,Биология,Химия,50,-,,,,,,904,,,
2,С. Сейфуллин атындағы Қазақ агротехникалық зерттеу университеті - Казахский агротехнический исследовательский университет имени С.Сейфуллина,6B09,B083,Ветеринария,50,Биология,Химия,50,-,,,,,,904,,,
223,Шерхан Мұртаза атындағы Халықаралық Тараз инновациялық институты - Международный Таразский инновационный институт имени Шерхана Муртазы,6B09,B083,Ветеринария,50,Биология,Химия,50,-,,,,,,904,,,
501,Жәңгір хан атындағы Батыс Қазақстан аграрлық-техникалық университеті - Западно-Казахстанский аграрно-технический университет имени Жангир хана,6B09,B083,Ветеринария,50,Биология,Химия,50,-,,,,,,904,,,
416,Баишев Университеті - Баишев Университет,6B09,B083,Ветеринария,50,Биология,Химия,50,-,,,,,,904,,,
42,Семей қаласының Шәкәрім атындағы университеті - Университет имени Шакарима города Семей,6B09,B083,Ветеринария,50,Биология,Химия,50,-,,,,,,904,,,
38,Торайғыров университеті - Торайгыров университет,6B09,B083,Ветеринария,50,Биология,Химия,50,-,,,,,,904,,,
36,Ахмет Байтұрсынов атындағы Қостанай өңірлік университеті - Костанайский региональный университет имени Ахмета Байтурсынова,6B09,B083,Ветеринария,50,Биология,Химия,50,-,,,,,,904,,,
45,М. Әуезов атындағы Оңтүстік Қазақстан университеті - Южно-Казахстанский университет имени М. Ауэзова,6B09,B083,Ветеринария,50,Биология,Химия,50,-,,,,,,904,,,
57,Ғұмарбек Дәукеев атындағы Алматы энергетика және байланыс университеті - Алматинский университет энергетики и связи имени Гумарбека Даукеева,6B08,B183,Агроинженерия,60,Математика,Физика,50,-,,,20,,5,300,,,
24,Қазақ ұлттық аграрлық зерттеу университеті - Казахский национальный аграрный исследовательский университет,6B08,B183,Агроинженерия,50,Математика,Физика,50,-,,,20,,5,300,,,
2,С. Сейфуллин атындағы Қазақ агротехникалық зерттеу университеті - Казахский агротехнический исследовательский университет имени С.Сейфуллина,6B08,B183,Агроинженерия,50,Математика,Физика,50,-,,,20,,5,300,,,
501,Жәңгір хан атындағы Батыс Қазақстан аграрлық-техникалық университеті - Западно-Казахстанский аграрно-технический университет имени Жангир хана,6B08,B183,Агроинженерия,50,Математика,Физика,50,-,,,20,,5,300,,,
34,Қорқыт ата атындағы Қызылорда университеті - Кызылординский университет имени Коркыт Ата,6B08,B183,Агроинженерия,50,Математика,Физика,50,-,,,20,,5,300,,,
36,Ахмет Байтұрсынов атындағы Қостанай өңірлік университеті - Костанайский региональный университет имени Ахмета Байтурсынова,6B08,B183,Агроинженерия,50,Математика,Физика,50,-,,,20,,5,300,,,
35,Ш. Уәлиханов атындағы Көкшетау университеті - Кокшетауский университет имени Ш. Уалиханова,6B08,B183,Агроинженерия,50,Математика,Физика,50,-,,,20,,5,300,,,
140,М. Дулатов атындағы Қостанай инженерлік- экономикалық университеті - Костанайский инженерно-экономический университет имени М. Дулатова,6B08,B183,Агроинженерия,50,Математика,Физика,50,-,,,20,,5,300,,,
45,М. Әуезов атындағы Оңтүстік Қазақстан университеті - Южно-Казахстанский университет имени М. Ауэзова,6B08,B183,Агроинженерия,50,Математика,Физика,50,-,,,20,,5,300,,,
154,Алматы гуманитарлық-экономикалық университеті - Алматинский гуманитарно-экономический университет,6B07,B070,"Тоқыма: киім, аяқ киім және былғары бұйымдары - Текстиль: одежда, обувь и кожаные изделия",60,Математика,Физика,50,-,,15,10,,12,680,10,,
5,Қ. Жұбанов атындағы Ақтөбе өңірлік университеті - Актюбинский региональный университет имени К.Жубанова,6B07,B070,"Тоқыма: киім, аяқ киім және былғары бұйымдары - Текстиль: одежда, обувь и кожаные изделия",55,Математика,Физика,50,-,,15,10,,12,680,10,,
182,Қ. Құлажанов атындағы қазақ технология және бизнес университеті - Казахский университет технологии и бизнеса им. К.Кулажанова,6B07,B070,"Тоқыма: киім, аяқ киім және былғары бұйымдары - Текстиль: одежда, обувь и кожаные изделия",50,Математика,Физика,50,-,,15,10,,12,680,10,,
43,М.Х. Дулати атындағы Тараз өңірлік университеті - Таразский региональный университет имени М.Х. Дулати,6B07,B070,"Тоқыма: киім, аяқ киім және былғары бұйымдары - Текстиль: одежда, обувь и кожаные изделия",50,Математика,Физика,50,-,,15,10,,12,680,10,,
39,РУДНЫЙ ИНДУСТРИЯЛЫҚ УНИВЕРСИТЕТІ КОММЕРЦИЯЛЫҚ ЕМЕС АКЦИОНЕРЛІК ҚОҒАМЫ - НАО «Рудненский индустриальный университет»,6B07,B070,"Тоқыма: киім, аяқ киім және былғары бұйымдары - Текстиль: одежда, обувь и кожаные изделия",50,Математика,Физика,50,-,,15,10,,12,680,10,,
53,Алматы технологиялық университеті - Алматинский технологический университет,6B07,B070,"Тоқыма: киім, аяқ киім және былғары бұйымдары - Текстиль: одежда, обувь и кожаные изделия",50,Математика,Физика,50,-,,15,10,,12,680,10,,
45,М. Әуезов атындағы Оңтүстік Қазақстан университеті - Южно-Казахстанский университет имени М. Ауэзова,6B07,B070,"Тоқыма: киім, аяқ киім және былғары бұйымдары - Текстиль: одежда, обувь и кожаные изделия",50,Математика,Физика,50,-,,15,10,,12,680,10,,
5,Қ. Жұбанов атындағы Ақтөбе өңірлік университеті - Актюбинский региональный университет имени К.Жубанова,Heriot-Watt (АРУ),B057(KZ-UK),Ақпараттық технологиялар (KZ-UK) - Информационные технологии  (KZ-UK),55,Математика,Информатика,55,-,,,,,,122,,,
5,Қ. Жұбанов атындағы Ақтөбе өңірлік университеті - Актюбинский региональный университет имени К.Жубанова,Heriot-Watt (АРУ),B062(KZ-UK),Электр техникасы және энергетика  (KZ-UK) - Электротехника и энергетика  (KZ-UK),55,Математика,Физика,55,-,,,,,,56,,,
5,Қ. Жұбанов атындағы Ақтөбе өңірлік университеті - Актюбинский региональный университет имени К.Жубанова,Heriot-Watt (АРУ),B071(KZ-UK),Тау-кен ісі және пайдалы қазбаларды өндіру (KZ-UK) - Горное дело и добыча полезных ископаемых  (KZ-UK),55,Математика,Физика,56,-,,,,,,39,,,
184,«Тұран – Астана» университеті - Университет «Туран-Астана»,6B02,B023,"Режиссура, арт-менеджмент",55,Творческий экзамен,Творческий экзамен,-,-,,,,,,19,,,
83,Алматы менеджмент университеті - Алматы менеджмент университет,6B02,B023,"Режиссура, арт-менеджмент",50,Творческий экзамен,Творческий экзамен,-,-,,,,,,19,,,
93,«Тұран» университеті - Университет «Туран»,6B02,B023,"Режиссура, арт-менеджмент",50,Творческий экзамен,Творческий экзамен,-,-,,,,,,19,,,
24,Қазақ ұлттық аграрлық зерттеу университеті - Казахский национальный аграрный исследовательский университет,6B08,B077,Өсімдік шаруашылығы - Растениеводство,50,Биология,Химия,50,-,,,7,,5,480,,,
2,С. Сейфуллин атындағы Қазақ агротехникалық зерттеу университеті - Казахский агротехнический исследовательский университет имени С.Сейфуллина,6B08,B077,Өсімдік шаруашылығы - Растениеводство,50,Биология,Химия,50,-,,,7,,5,480,,,
15,Ілияс Жансүгіров атындағы Жетісу университеті - Жетысуский университет имени Ильяса Жансугурова,6B08,B077,Өсімдік шаруашылығы - Растениеводство,50,Биология,Химия,50,-,,,7,,5,480,,,
223,Шерхан Мұртаза атындағы Халықаралық Тараз инновациялық институты - Международный Таразский инновационный институт имени Шерхана Муртазы,6B08,B077,Өсімдік шаруашылығы - Растениеводство,50,Биология,Химия,50,-,,,7,,5,480,,,
501,Жәңгір хан атындағы Батыс Қазақстан аграрлық-техникалық университеті - Западно-Казахстанский аграрно-технический университет имени Жангир хана,6B08,B077,Өсімдік шаруашылығы - Растениеводство,50,Биология,Химия,50,-,,,7,,5,480,,,
42,Семей қаласының Шәкәрім атындағы университеті - Университет имени Шакарима города Семей,6B08,B077,Өсімдік шаруашылығы - Растениеводство,50,Биология,Химия,50,-,,,7,,5,480,,,
34,Қорқыт ата атындағы Қызылорда университеті - Кызылординский университет имени Коркыт Ата,6B08,B077,Өсімдік шаруашылығы - Растениеводство,50,Биология,Химия,50,-,,,7,,5,480,,,
43,М.Х. Дулати атындағы Тараз өңірлік университеті - Таразский региональный университет имени М.Х. Дулати,6B08,B077,Өсімдік шаруашылығы - Растениеводство,50,Биология,Химия,50,-,,,7,,5,480,,,
38,Торайғыров университеті - Торайгыров университет,6B08,B077,Өсімдік шаруашылығы - Растениеводство,50,Биология,Химия,50,-,,,7,,5,480,,,
36,Ахмет Байтұрсынов атындағы Қостанай өңірлік университеті - Костанайский региональный университет имени Ахмета Байтурсынова,6B08,B077,Өсімдік шаруашылығы - Растениеводство,50,Биология,Химия,50,-,,,7,,5,480,,,
40,Манаш Қозыбаев атындағы Солтүстік Қазақстан университеті - Северо-Казахстанский университет имени Манаша Козыбаева,6B08,B077,Өсімдік шаруашылығы - Растениеводство,50,Биология,Химия,50,-,,,7,,5,480,,,
35,Ш. Уәлиханов атындағы Көкшетау университеті - Кокшетауский университет имени Ш. Уалиханова,6B08,B077,Өсімдік шаруашылығы - Растениеводство,50,Биология,Химия,50,-,,,7,,5,480,,,
140,М. Дулатов атындағы Қостанай инженерлік- экономикалық университеті - Костанайский инженерно-экономический университет имени М. Дулатова,6B08,B077,Өсімдік шаруашылығы - Растениеводство,50,Биология,Химия,50,-,,,7,,5,480,,,
49,ХАЛЫҚАРАЛЫҚ ИНЖЕНЕРЛІК-ТЕХНОЛОГИЯЛЫҚ УНИВЕРСИТЕТ - МЕЖДУНАРОДНЫЙ ИНЖЕНЕРНО-ТЕХНОЛОГИЧЕСКИЙ УНИВЕРСИТЕТ,6B08,B077,Өсімдік шаруашылығы - Растениеводство,50,Биология,Химия,50,-,,,7,,5,480,,,
45,М. Әуезов атындағы Оңтүстік Қазақстан университеті - Южно-Казахстанский университет имени М. Ауэзова,6B08,B077,Өсімдік шаруашылығы - Растениеводство,50,Биология,Химия,50,-,,,7,,5,480,,,
24,Қазақ ұлттық аграрлық зерттеу университеті - Казахский национальный аграрный исследовательский университет,6B08,B078,Мал шаруашылығы - Животноводство,50,Биология,Химия,50,-,,,5,,5,440,,,
2,С. Сейфуллин атындағы Қазақ агротехникалық зерттеу университеті - Казахский агротехнический исследовательский университет имени С.Сейфуллина,6B08,B078,Мал шаруашылығы - Животноводство,50,Биология,Химия,50,-,,,5,,5,440,,,
501,Жәңгір хан атындағы Батыс Қазақстан аграрлық-техникалық университеті - Западно-Казахстанский аграрно-технический университет имени Жангир хана,6B08,B078,Мал шаруашылығы - Животноводство,50,Биология,Химия,50,-,,,5,,5,440,,,
42,Семей қаласының Шәкәрім атындағы университеті - Университет имени Шакарима города Семей,6B08,B078,Мал шаруашылығы - Животноводство,50,Биология,Химия,50,-,,,5,,5,440,,,
38,Торайғыров университеті - Торайгыров университет,6B08,B078,Мал шаруашылығы - Животноводство,50,Биология,Химия,50,-,,,5,,5,440,,,
36,Ахмет Байтұрсынов атындағы Қостанай өңірлік университеті - Костанайский региональный университет имени Ахмета Байтурсынова,6B08,B078,Мал шаруашылығы - Животноводство,50,Биология,Химия,50,-,,,5,,5,440,,,
35,Ш. Уәлиханов атындағы Көкшетау университеті - Кокшетауский университет имени Ш. Уалиханова,6B08,B078,Мал шаруашылығы - Животноводство,50,Биология,Химия,50,-,,,5,,5,440,,,
40,Манаш Қозыбаев атындағы Солтүстік Қазақстан университеті - Северо-Казахстанский университет имени Манаша Козыбаева,6B08,B078,Мал шаруашылығы - Животноводство,50,Биология,Химия,50,-,,,5,,5,440,,,
53,Алматы технологиялық университеті - Алматинский технологический университет,6B08,B078,Мал шаруашылығы - Животноводство,50,Биология,Химия,50,-,,,5,,5,440,,,
45,М. Әуезов атындағы Оңтүстік Қазақстан университеті - Южно-Казахстанский университет имени М. Ауэзова,6B08,B078,Мал шаруашылығы - Животноводство,50,Биология,Химия,50,-,,,5,,5,440,,,
24,Қазақ ұлттық аграрлық зерттеу университеті - Казахский национальный аграрный исследовательский университет,6B08,B079,Орман шаруашылығы - Лесное хозяйство,50,Биология,География,69,65,,,5,,5,271,,,
2,С. Сейфуллин атындағы Қазақ агротехникалық зерттеу университеті - Казахский агротехнический исследовательский университет имени С.Сейфуллина,6B08,B079,Орман шаруашылығы - Лесное хозяйство,50,Биология,География,69,65,,,5,,5,271,,,
12,Д. Серікбаев атындағы Шығыс Қазақстан техникалық университеті - Восточно-Казахстанский технический университет имени Д. Серикбаева,6B08,B079,Орман шаруашылығы - Лесное хозяйство,50,Биология,География,69,65,,,5,,5,271,,,
501,Жәңгір хан атындағы Батыс Қазақстан аграрлық-техникалық университеті - Западно-Казахстанский аграрно-технический университет имени Жангир хана,6B08,B079,Орман шаруашылығы - Лесное хозяйство,50,Биология,География,69,65,,,5,,5,271,,,
11,Сәрсен Аманжолов атындағы Шығыс Қазақстан университеті - Восточно-Казахстанский университет имени Сарсена Аманжолова,6B08,B079,Орман шаруашылығы - Лесное хозяйство,50,Биология,География,69,65,,,5,,5,271,,,
42,Семей қаласының Шәкәрім атындағы университеті - Университет имени Шакарима города Семей,6B08,B079,Орман шаруашылығы - Лесное хозяйство,50,Биология,География,69,65,,,5,,5,271,,,
38,Торайғыров университеті - Торайгыров университет,6B08,B079,Орман шаруашылығы - Лесное хозяйство,50,Биология,География,69,65,,,5,,5,271,,,
35,Ш. Уәлиханов атындағы Көкшетау университеті - Кокшетауский университет имени Ш. Уалиханова,6B08,B079,Орман шаруашылығы - Лесное хозяйство,50,Биология,География,69,65,,,5,,5,271,,,
40,Манаш Қозыбаев атындағы Солтүстік Қазақстан университеті - Северо-Казахстанский университет имени Манаша Козыбаева,6B08,B079,Орман шаруашылығы - Лесное хозяйство,50,Биология,География,69,65,,,5,,5,271,,,
