ЖОО/ВУЗ коды,ЖОО/ВУЗ атауы,Білім беру шифры,БББТ/ГОП шифры,Мамандық (ГОП/БББТ),Мин. балл,1 профильный предмет,2 профильный предмет,Общий конкурс (2023),Сельская квота (2023),Абай,Атырау,Ауыл жастары,Жетісу,Маңғыстау,Негізгі,Түркістан,Шымкент қ.,Ұлытау
7,Абай атындағы Қазақ ұлттық педагогикалық университеті - Казахский национальный педагогический университет имени Абая,6B06,B057,Ақпараттық технологиялар - Информационные технологии,65,Математика,Информатика,96,53,100,80,229,95,390,4831,10,43,20
24,Қазақ ұлттық аграрлық зерттеу университеті - Казахский национальный аграрный исследовательский университет,6B06,B057,Ақпараттық технологиялар - Информационные технологии,65,Математика,Информатика,96,53,100,80,229,95,390,4831,10,43,20
185,Астана халықаралық университеті - Международный университет Астана,6B06,B057,Ақпараттық технологиялар - Информационные технологии,60,Математика,Информатика,96,53,100,80,229,95,390,4831,10,43,20
31,Е.А. Бөкетов атындағы Қарағанды университеті - Карагандинский университет имени академика Е.А. Букетова,6B06,B057,Ақпараттық технологиялар - Информационные технологии,60,Математика,Информатика,96,53,100,80,229,95,390,4831,10,43,20
154,Алматы гуманитарлық-экономикалық университеті - Алматинский гуманитарно-экономический университет,6B06,B057,Ақпараттық технологиялар - Информационные технологии,60,Математика,Информатика,96,53,100,80,229,95,390,4831,10,43,20
37,Қожа Ахмет Ясауи атындағы Халықаралық қазақ-түрік университеті - Международный казахско-турецкий университет имени Ходжи Ахмеда Ясави,6B06,B057,Ақпараттық технологиялар - Информационные технологии,60,Математика,Информатика,96,53,100,80,229,95,390,4831,10,43,20
5,Қ. Жұбанов атындағы Ақтөбе өңірлік университеті - Актюбинский региональный университет имени К.Жубанова,6B06,B057,Ақпараттық технологиялар - Информационные технологии,55,Математика,Информатика,96,53,100,80,229,95,390,4831,10,43,20
184,«Тұран – Астана» университеті - Университет «Туран-Астана»,6B06,B057,Ақпараттық технологиялар - Информационные технологии,55,Математика,Информатика,96,53,100,80,229,95,390,4831,10,43,20
202,Академик Ә. Қуатбеков атындағы Халықтар достығы университеті - Университет дружбы народов имени академика А. Куатбекова,6B06,B057,Ақпараттық технологиялар - Информационные технологии,50,Математика,Информатика,96,53,100,80,229,95,390,4831,10,43,20
182,Қ. Құлажанов атындағы қазақ технология және бизнес университеті - Казахский университет технологии и бизнеса им. К.Кулажанова,6B06,B057,Ақпараттық технологиялар - Информационные технологии,50,Математика,Информатика,96,53,100,80,229,95,390,4831,10,43,20
199,Қазақстан инновациялық және телекоммуникациялық жүйелер университеті - Казахстанский университет инновационных и телекоммуникационных систем,6B06,B057,Ақпараттық технологиялар - Информационные технологии,50,Математика,Информатика,96,53,100,80,229,95,390,4831,10,43,20
173,Esil University - Esil University,6B06,B057,Ақпараттық технологиялар - Информационные технологии,50,Математика,Информатика,96,53,100,80,229,95,390,4831,10,43,20
198,Батыс Қазақстан инновациялық-технологиялық университеті - Западно-Казахстанский инновационно-технологический университет,6B06,B057,Ақпараттық технологиялар - Информационные технологии,50,Математика,Информатика,96,53,100,80,229,95,390,4831,10,43,20
9,Сафи Өтебаев атындағы Атырау мұнай және газ университеті - Атырауский университет нефти и газа имени Сафи Утебаева,6B06,B057,Ақпараттық технологиялар - Информационные технологии,50,Математика,Информатика,96,53,100,80,229,95,390,4831,10,43,20
528,ҚЫЗЫЛОРДА АШЫҚ УНИВЕРСИТЕТІ БІЛІМ БЕРУ МЕКЕМЕСІ - УЧРЕЖДЕНИЕ ОБРАЗОВАНИЯ КЫЗЫЛОРДИНСКИЙ ОТКРЫТЫЙ УНИВЕРСИТЕТ,6B06,B057,Ақпараттық технологиялар - Информационные технологии,50,Математика,Информатика,96,53,100,80,229,95,390,4831,10,43,20
10,Халел Досмұхамедов атындағы Атырау университеті - Атырауский университет имени Халела Досмухамедова,6B06,B057,Ақпараттық технологиялар - Информационные технологии,50,Математика,Информатика,96,53,100,80,229,95,390,4831,10,43,20
143,Университет имени Жумабека Ахметулы Ташенева - Университет имени Жумабека Ахметулы Ташенева,6B06,B057,Ақпараттық технологиялар - Информационные технологии,50,Математика,Информатика,96,53,100,80,229,95,390,4831,10,43,20
318,Атырау инженерлік-гуманитарлық институты - Атырауский инженерно-гуманитарный институт,6B06,B057,Ақпараттық технологиялар - Информационные технологии,50,Математика,Информатика,96,53,100,80,229,95,390,4831,10,43,20
3,Ш. Есенов атындағы Каспий технологиялар және инжиниринг университеті - Каспийский университет технологии и инжиниринга имени Ш.Есенова,6B06,B057,Ақпараттық технологиялар - Информационные технологии,50,Математика,Информатика,96,53,100,80,229,95,390,4831,10,43,20
2,С. Сейфуллин атындағы Қазақ агротехникалық зерттеу университеті - Казахский агротехнический исследовательский университет имени С.Сейфуллина,6B06,B057,Ақпараттық технологиялар - Информационные технологии,50,Математика,Информатика,96,53,100,80,229,95,390,4831,10,43,20
15,Ілияс Жансүгіров атындағы Жетісу университеті - Жетысуский университет имени Ильяса Жансугурова,6B06,B057,Ақпараттық технологиялар - Информационные технологии,50,Математика,Информатика,96,53,100,80,229,95,390,4831,10,43,20
305,Қызылорда «Болашақ» университеті - Кызылординский Университет «Болашак»,6B06,B057,Ақпараттық технологиялар - Информационные технологии,50,Математика,Информатика,96,53,100,80,229,95,390,4831,10,43,20
223,Шерхан Мұртаза атындағы Халықаралық Тараз инновациялық институты - Международный Таразский инновационный институт имени Шерхана Муртазы,6B06,B057,Ақпараттық технологиялар - Информационные технологии,50,Математика,Информатика,96,53,100,80,229,95,390,4831,10,43,20
19,Логистика және көлік академиясы - Академия логистики и транспорта,6B06,B057,Ақпараттық технологиялар - Информационные технологии,50,Математика,Информатика,96,53,100,80,229,95,390,4831,10,43,20
16,М. Өтемісов атындағы Батыс Қазақстан университеті - Западно-Казахстанский университет имени М. Утемисова,6B06,B057,Ақпараттық технологиялар - Информационные технологии,50,Математика,Информатика,96,53,100,80,229,95,390,4831,10,43,20
501,Жәңгір хан атындағы Батыс Қазақстан аграрлық-техникалық университеті - Западно-Казахстанский аграрно-технический университет имени Жангир хана,6B06,B057,Ақпараттық технологиялар - Информационные технологии,50,Математика,Информатика,96,53,100,80,229,95,390,4831,10,43,20
11,Сәрсен Аманжолов атындағы Шығыс Қазақстан университеті - Восточно-Казахстанский университет имени Сарсена Аманжолова,6B06,B057,Ақпараттық технологиялар - Информационные технологии,50,Математика,Информатика,96,53,100,80,229,95,390,4831,10,43,20
416,Баишев Университеті - Баишев Университет,6B06,B057,Ақпараттық технологиялар - Информационные технологии,50,Математика,Информатика,96,53,100,80,229,95,390,4831,10,43,20
12,Д. Серікбаев атындағы Шығыс Қазақстан техникалық университеті - Восточно-Казахстанский технический университет имени Д. Серикбаева,6B06,B057,Ақпараттық технологиялар - Информационные технологии,50,Математика,Информатика,96,53,100,80,229,95,390,4831,10,43,20
43,М.Х. Дулати атындағы Тараз өңірлік университеті - Таразский региональный университет имени М.Х. Дулати,6B06,B057,Ақпараттық технологиялар - Информационные технологии,50,Математика,Информатика,96,53,100,80,229,95,390,4831,10,43,20
42,Семей қаласының Шәкәрім атындағы университеті - Университет имени Шакарима города Семей,6B06,B057,Ақпараттық технологиялар - Информационные технологии,50,Математика,Информатика,96,53,100,80,229,95,390,4831,10,43,20
45,М. Әуезов атындағы Оңтүстік Қазақстан университеті - Южно-Казахстанский университет имени М. Ауэзова,6B06,B057,Ақпараттық технологиялар - Информационные технологии,50,Математика,Информатика,96,53,100,80,229,95,390,4831,10,43,20
34,Қорқыт ата атындағы Қызылорда университеті - Кызылординский университет имени Коркыт Ата,6B06,B057,Ақпараттық технологиялар - Информационные технологии,50,Математика,Информатика,96,53,100,80,229,95,390,4831,10,43,20
39,РУДНЫЙ ИНДУСТРИЯЛЫҚ УНИВЕРСИТЕТІ КОММЕРЦИЯЛЫҚ ЕМЕС АКЦИОНЕРЛІК ҚОҒАМЫ - НАО «Рудненский индустриальный университет»,6B06,B057,Ақпараттық технологиялар - Информационные технологии,50,Математика,Информатика,96,53,100,80,229,95,390,4831,10,43,20
38,Торайғыров университеті - Торайгыров университет,6B06,B057,Ақпараттық технологиялар - Информационные технологии,50,Математика,Информатика,96,53,100,80,229,95,390,4831,10,43,20
35,Ш. Уәлиханов атындағы Көкшетау университеті - Кокшетауский университет имени Ш. Уалиханова,6B06,B057,Ақпараттық технологиялар - Информационные технологии,50,Математика,Информатика,96,53,100,80,229,95,390,4831,10,43,20
36,Ахмет Байтұрсынов атындағы Қостанай өңірлік университеті - Костанайский региональный университет имени Ахмета Байтурсынова,6B06,B057,Ақпараттық технологиялар - Информационные технологии,50,Математика,Информатика,96,53,100,80,229,95,390,4831,10,43,20
40,Манаш Қозыбаев атындағы Солтүстік Қазақстан университеті - Северо-Казахстанский университет имени Манаша Козыбаева,6B06,B057,Ақпараттық технологиялар - Информационные технологии,50,Математика,Информатика,96,53,100,80,229,95,390,4831,10,43,20
141,ALIKHAN BOKEIKHAN UNIVERSITY БІЛІМ БЕРУ МЕКЕМЕСІ - УЧРЕЖДЕНИЕ ОБРАЗОВАНИЯ ALIKHAN BOKEIKHAN UNIVERSITY,6B06,B057,Ақпараттық технологиялар - Информационные технологии,50,Математика,Информатика,96,53,100,80,229,95,390,4831,10,43,20
145,Академик Зұлқайнар Алдамжар атындағы Қостанай әлеуметтік-техникалық университеті - Костанайский социально-технический университет имени академика Зулхарнай Алдамжара,6B06,B057,Ақпараттық технологиялар - Информационные технологии,50,Математика,Информатика,96,53,100,80,229,95,390,4831,10,43,20
146,Инновациялық Еуразия университеті - Инновационный Евразийский университет,6B06,B057,Ақпараттық технологиялар - Информационные технологии,50,Математика,Информатика,96,53,100,80,229,95,390,4831,10,43,20
122,ҚАЗТҰТЫНУОДАҒЫ ҚАРАҒАНДЫ УНИВЕРСИТЕТІ ЖММ - ЧУ КАРАГАНДИНСКИЙ УНИВЕРСИТЕТ КАЗПОТРЕБСОЮЗА,6B06,B057,Ақпараттық технологиялар - Информационные технологии,50,Математика,Информатика,96,53,100,80,229,95,390,4831,10,43,20
140,М. Дулатов атындағы Қостанай инженерлік- экономикалық университеті - Костанайский инженерно-экономический университет имени М. Дулатова,6B06,B057,Ақпараттық технологиялар - Информационные технологии,50,Математика,Информатика,96,53,100,80,229,95,390,4831,10,43,20
160,Еуразия технологиялық университеті - Евразийский технологический университет,6B06,B057,Ақпараттық технологиялар - Информационные технологии,50,Математика,Информатика,96,53,100,80,229,95,390,4831,10,43,20
162,Халықаралық көліктік-гуманитарлық университеті - Международный транспортно-гуманитарный университет,6B06,B057,Ақпараттық технологиялар - Информационные технологии,50,Математика,Информатика,96,53,100,80,229,95,390,4831,10,43,20
158,Абай Мырзахметов атындағы Көкшетау университеті - Кокшетауский университет имени Абая Мырзахметова,6B06,B057,Ақпараттық технологиялар - Информационные технологии,50,Математика,Информатика,96,53,100,80,229,95,390,4831,10,43,20
147,Академик Қ. Сәтбаев Екібастұз инженерлік-техникалық институты - Екибастузский инженерно-технический институт имени академика К. Сатпаева,6B06,B057,Ақпараттық технологиялар - Информационные технологии,50,Математика,Информатика,96,53,100,80,229,95,390,4831,10,43,20
153,Қазақстан-Американдық еркін университеті - Казахстанско-Американский свободный университет,6B06,B057,Ақпараттық технологиялар - Информационные технологии,50,Математика,Информатика,96,53,100,80,229,95,390,4831,10,43,20
53,Алматы технологиялық университеті - Алматинский технологический университет,6B06,B057,Ақпараттық технологиялар - Информационные технологии,50,Математика,Информатика,96,53,100,80,229,95,390,4831,10,43,20
49,ХАЛЫҚАРАЛЫҚ ИНЖЕНЕРЛІК-ТЕХНОЛОГИЯЛЫҚ УНИВЕРСИТЕТ - МЕЖДУНАРОДНЫЙ ИНЖЕНЕРНО-ТЕХНОЛОГИЧЕСКИЙ УНИВЕРСИТЕТ,6B06,B057,Ақпараттық технологиялар - Информационные технологии,50,Математика,Информатика,96,53,100,80,229,95,390,4831,10,43,20
33,Қарағанды индустриялық университеті - Карагандинский индустриальный университет,6B06,B057,Ақпараттық технологиялар - Информационные технологии,50,Математика,Информатика,96,53,100,80,229,95,390,4831,10,43,20
83,Алматы менеджмент университеті - Алматы менеджмент университет,6B06,B057,Ақпараттық технологиялар - Информационные технологии,50,Математика,Информатика,96,53,100,80,229,95,390,4831,10,43,20
32,Әбілқас Сағынов атындағы Қарағанды техникалық университеті - Карагандинский технический университет имени Абылкаса Сагинова,6B06,B057,Ақпараттық технологиялар - Информационные технологии,50,Математика,Информатика,96,53,100,80,229,95,390,4831,10,43,20
93,«Тұран» университеті - Университет «Туран»,6B06,B057,Ақпараттық технологиялар - Информационные технологии,50,Математика,Информатика,96,53,100,80,229,95,390,4831,10,43,20
69,К.Сағадиев атындағы Халықаралық бизнес университеті - Университет Международного бизнеса им.К.Сагадиева,6B06,B057,Ақпараттық технологиялар - Информационные технологии,50,Математика,Информатика,96,53,100,80,229,95,390,4831,10,43,20
78,Л.Б. Гончаров атындағы Қазақ автомобиль-жол институты - Казахский автомобильно-дорожный институт имени Л.Б. Гончарова,6B06,B057,Ақпараттық технологиялар - Информационные технологии,50,Математика,Информатика,96,53,100,80,229,95,390,4831,10,43,20
79,Каспий қоғамдық университеті - Каспийский общественный университет,6B06,B057,Ақпараттық технологиялар - Информационные технологии,50,Математика,Информатика,96,53,100,80,229,95,390,4831,10,43,20
174,М.С.Нарикбаев атындағы КАЗГЮУ университеті - Университет КАЗГЮУ имени М.С.Нарикбаева,6B04,B045,Аудит және салық салу - Аудит и налогообложение,120,Математика,География,113,105,,10,,,20,140,,,
21,«Нархоз» университеті - Университет «Нархоз»,6B04,B045,Аудит және салық салу - Аудит и налогообложение,100,Математика,География,113,105,,10,,,20,140,,,
302,«SDU University» мекемесі - Учреждение «SDU University»,6B04,B045,Аудит және салық салу - Аудит и налогообложение,100,Математика,География,113,105,,10,,,20,140,,,
421,Қазақстан-Британ техникалық университеті - Казахстанско-Британский технический университет,6B04,B045,Аудит және салық салу - Аудит и налогообложение,100,Математика,География,113,105,,10,,,20,140,,,
13,Л.Н. Гумилев атындағы Еуразия ұлттық университеті - Евразийский национальный университет имени Л.Н. Гумилева,6B04,B045,Аудит және салық салу - Аудит и налогообложение,85,Математика,География,113,105,,10,,,20,140,,,
89,"""Q"" University  мекемесі - Учреждение  ""Q"" University",6B04,B045,Аудит және салық салу - Аудит и налогообложение,70,Математика,География,113,105,,10,,,20,140,,,
27,Әл-Фараби атындағы Қазақ ұлттық университеті - Казахский национальный университет им.аль-Фараби,6B04,B045,Аудит және салық салу - Аудит и налогообложение,70,Математика,География,113,105,,10,,,20,140,,,
24,Қазақ ұлттық аграрлық зерттеу университеті - Казахский национальный аграрный исследовательский университет,6B04,B045,Аудит және салық салу - Аудит и налогообложение,65,Математика,География,113,105,,10,,,20,140,,,
7,Абай атындағы Қазақ ұлттық педагогикалық университеті - Казахский национальный педагогический университет имени Абая,6B04,B045,Аудит және салық салу - Аудит и налогообложение,65,Математика,География,113,105,,10,,,20,140,,,
154,Алматы гуманитарлық-экономикалық университеті - Алматинский гуманитарно-экономический университет,6B04,B045,Аудит және салық салу - Аудит и налогообложение,60,Математика,География,113,105,,10,,,20,140,,,
37,Қожа Ахмет Ясауи атындағы Халықаралық қазақ-түрік университеті - Международный казахско-турецкий университет имени Ходжи Ахмеда Ясави,6B04,B045,Аудит және салық салу - Аудит и налогообложение,60,Математика,География,113,105,,10,,,20,140,,,
79,Каспий қоғамдық университеті - Каспийский общественный университет,6B04,B045,Аудит және салық салу - Аудит и налогообложение,55,Математика,География,113,105,,10,,,20,140,,,
31,Е.А. Бөкетов атындағы Қарағанды университеті - Карагандинский университет имени академика Е.А. Букетова,6B04,B045,Аудит және салық салу - Аудит и налогообложение,55,Математика,География,113,105,,10,,,20,140,,,
5,Қ. Жұбанов атындағы Ақтөбе өңірлік университеті - Актюбинский региональный университет имени К.Жубанова,6B04,B045,Аудит және салық салу - Аудит и налогообложение,55,Математика,География,113,105,,10,,,20,140,,,
184,«Тұран – Астана» университеті - Университет «Туран-Астана»,6B04,B045,Аудит және салық салу - Аудит и налогообложение,55,Математика,География,113,105,,10,,,20,140,,,
22,Халықаралық білім беру корпорациясы - Международная образовательная корпорация,6B04,B045,Аудит және салық салу - Аудит и налогообложение,50,Математика,География,113,105,,10,,,20,140,,,
202,Академик Ә. Қуатбеков атындағы Халықтар достығы университеті - Университет дружбы народов имени академика А. Куатбекова,6B04,B045,Аудит және салық салу - Аудит и налогообложение,50,Математика,География,113,105,,10,,,20,140,,,
182,Қ. Құлажанов атындағы қазақ технология және бизнес университеті - Казахский университет технологии и бизнеса им. К.Кулажанова,6B04,B045,Аудит және салық салу - Аудит и налогообложение,50,Математика,География,113,105,,10,,,20,140,,,
223,Шерхан Мұртаза атындағы Халықаралық Тараз инновациялық институты - Международный Таразский инновационный институт имени Шерхана Муртазы,6B04,B045,Аудит және салық салу - Аудит и налогообложение,50,Математика,География,113,105,,10,,,20,140,,,
199,Қазақстан инновациялық және телекоммуникациялық жүйелер университеті - Казахстанский университет инновационных и телекоммуникационных систем,6B04,B045,Аудит және салық салу - Аудит и налогообложение,50,Математика,География,113,105,,10,,,20,140,,,
10,Халел Досмұхамедов атындағы Атырау университеті - Атырауский университет имени Халела Досмухамедова,6B04,B045,Аудит және салық салу - Аудит и налогообложение,50,Математика,География,113,105,,10,,,20,140,,,
528,ҚЫЗЫЛОРДА АШЫҚ УНИВЕРСИТЕТІ БІЛІМ БЕРУ МЕКЕМЕСІ - УЧРЕЖДЕНИЕ ОБРАЗОВАНИЯ КЫЗЫЛОРДИНСКИЙ ОТКРЫТЫЙ УНИВЕРСИТЕТ,6B04,B045,Аудит және салық салу - Аудит и налогообложение,50,Математика,География,113,105,,10,,,20,140,,,
143,Университет имени Жумабека Ахметулы Ташенева - Университет имени Жумабека Ахметулы Ташенева,6B04,B045,Аудит және салық салу - Аудит и налогообложение,50,Математика,География,113,105,,10,,,20,140,,,
2,С. Сейфуллин атындағы Қазақ агротехникалық зерттеу университеті - Казахский агротехнический исследовательский университет имени С.Сейфуллина,6B04,B045,Аудит және салық салу - Аудит и налогообложение,50,Математика,География,113,105,,10,,,20,140,,,
3,Ш. Есенов атындағы Каспий технологиялар және инжиниринг университеті - Каспийский университет технологии и инжиниринга имени Ш.Есенова,6B04,B045,Аудит және салық салу - Аудит и налогообложение,50,Математика,География,113,105,,10,,,20,140,,,
305,Қызылорда «Болашақ» университеті - Кызылординский Университет «Болашак»,6B04,B045,Аудит және салық салу - Аудит и налогообложение,50,Математика,География,113,105,,10,,,20,140,,,
16,М. Өтемісов атындағы Батыс Қазақстан университеті - Западно-Казахстанский университет имени М. Утемисова,6B04,B045,Аудит және салық салу - Аудит и налогообложение,50,Математика,География,113,105,,10,,,20,140,,,
11,Сәрсен Аманжолов атындағы Шығыс Қазақстан университеті - Восточно-Казахстанский университет имени Сарсена Аманжолова,6B04,B045,Аудит және салық салу - Аудит и налогообложение,50,Математика,География,113,105,,10,,,20,140,,,
501,Жәңгір хан атындағы Батыс Қазақстан аграрлық-техникалық университеті - Западно-Казахстанский аграрно-технический университет имени Жангир хана,6B04,B045,Аудит және салық салу - Аудит и налогообложение,50,Математика,География,113,105,,10,,,20,140,,,
12,Д. Серікбаев атындағы Шығыс Қазақстан техникалық университеті - Восточно-Казахстанский технический университет имени Д. Серикбаева,6B04,B045,Аудит және салық салу - Аудит и налогообложение,50,Математика,География,113,105,,10,,,20,140,,,
173,Esil University - Esil University,6B04,B045,Аудит және салық салу - Аудит и налогообложение,50,Математика,География,113,105,,10,,,20,140,,,
43,М.Х. Дулати атындағы Тараз өңірлік университеті - Таразский региональный университет имени М.Х. Дулати,6B04,B045,Аудит және салық салу - Аудит и налогообложение,50,Математика,География,113,105,,10,,,20,140,,,
35,Ш. Уәлиханов атындағы Көкшетау университеті - Кокшетауский университет имени Ш. Уалиханова,6B04,B045,Аудит және салық салу - Аудит и налогообложение,50,Математика,География,113,105,,10,,,20,140,,,
45,М. Әуезов атындағы Оңтүстік Қазақстан университеті - Южно-Казахстанский университет имени М. Ауэзова,6B04,B045,Аудит және салық салу - Аудит и налогообложение,50,Математика,География,113,105,,10,,,20,140,,,
34,Қорқыт ата атындағы Қызылорда университеті - Кызылординский университет имени Коркыт Ата,6B04,B045,Аудит және салық салу - Аудит и налогообложение,50,Математика,География,113,105,,10,,,20,140,,,
42,Семей қаласының Шәкәрім атындағы университеті - Университет имени Шакарима города Семей,6B04,B045,Аудит және салық салу - Аудит и налогообложение,50,Математика,География,113,105,,10,,,20,140,,,
38,Торайғыров университеті - Торайгыров университет,6B04,B045,Аудит және салық салу - Аудит и налогообложение,50,Математика,География,113,105,,10,,,20,140,,,
36,Ахмет Байтұрсынов атындағы Қостанай өңірлік университеті - Костанайский региональный университет имени Ахмета Байтурсынова,6B04,B045,Аудит және салық салу - Аудит и налогообложение,50,Математика,География,113,105,,10,,,20,140,,,
40,Манаш Қозыбаев атындағы Солтүстік Қазақстан университеті - Северо-Казахстанский университет имени Манаша Козыбаева,6B04,B045,Аудит және салық салу - Аудит и налогообложение,50,Математика,География,113,105,,10,,,20,140,,,
141,ALIKHAN BOKEIKHAN UNIVERSITY БІЛІМ БЕРУ МЕКЕМЕСІ - УЧРЕЖДЕНИЕ ОБРАЗОВАНИЯ ALIKHAN BOKEIKHAN UNIVERSITY,6B04,B045,Аудит және салық салу - Аудит и налогообложение,50,Математика,География,113,105,,10,,,20,140,,,
145,Академик Зұлқайнар Алдамжар атындағы Қостанай әлеуметтік-техникалық университеті - Костанайский социально-технический университет имени академика Зулхарнай Алдамжара,6B04,B045,Аудит және салық салу - Аудит и налогообложение,50,Математика,География,113,105,,10,,,20,140,,,
146,Инновациялық Еуразия университеті - Инновационный Евразийский университет,6B04,B045,Аудит және салық салу - Аудит и налогообложение,50,Математика,География,113,105,,10,,,20,140,,,
122,ҚАЗТҰТЫНУОДАҒЫ ҚАРАҒАНДЫ УНИВЕРСИТЕТІ ЖММ - ЧУ КАРАГАНДИНСКИЙ УНИВЕРСИТЕТ КАЗПОТРЕБСОЮЗА,6B04,B045,Аудит және салық салу - Аудит и налогообложение,50,Математика,География,113,105,,10,,,20,140,,,
140,М. Дулатов атындағы Қостанай инженерлік- экономикалық университеті - Костанайский инженерно-экономический университет имени М. Дулатова,6B04,B045,Аудит және салық салу - Аудит и налогообложение,50,Математика,География,113,105,,10,,,20,140,,,
160,Еуразия технологиялық университеті - Евразийский технологический университет,6B04,B045,Аудит және салық салу - Аудит и налогообложение,50,Математика,География,113,105,,10,,,20,140,,,
162,Халықаралық көліктік-гуманитарлық университеті - Международный транспортно-гуманитарный университет,6B04,B045,Аудит және салық салу - Аудит и налогообложение,50,Математика,География,113,105,,10,,,20,140,,,
153,Қазақстан-Американдық еркін университеті - Казахстанско-Американский свободный университет,6B04,B045,Аудит және салық салу - Аудит и налогообложение,50,Математика,География,113,105,,10,,,20,140,,,
158,Абай Мырзахметов атындағы Көкшетау университеті - Кокшетауский университет имени Абая Мырзахметова,6B04,B045,Аудит және салық салу - Аудит и налогообложение,50,Математика,География,113,105,,10,,,20,140,,,
53,Алматы технологиялық университеті - Алматинский технологический университет,6B04,B045,Аудит және салық салу - Аудит и налогообложение,50,Математика,География,113,105,,10,,,20,140,,,
33,Қарағанды индустриялық университеті - Карагандинский индустриальный университет,6B04,B045,Аудит және салық салу - Аудит и налогообложение,50,Математика,География,113,105,,10,,,20,140,,,
32,Әбілқас Сағынов атындағы Қарағанды техникалық университеті - Карагандинский технический университет имени Абылкаса Сагинова,6B04,B045,Аудит және салық салу - Аудит и налогообложение,50,Математика,География,113,105,,10,,,20,140,,,
83,Алматы менеджмент университеті - Алматы менеджмент университет,6B04,B045,Аудит және салық салу - Аудит и налогообложение,50,Математика,География,113,105,,10,,,20,140,,,
93,«Тұран» университеті - Университет «Туран»,6B04,B045,Аудит және салық салу - Аудит и налогообложение,50,Математика,География,113,105,,10,,,20,140,,,
69,К.Сағадиев атындағы Халықаралық бизнес университеті - Университет Международного бизнеса им.К.Сагадиева,6B04,B045,Аудит және салық салу - Аудит и налогообложение,50,Математика,География,113,105,,10,,,20,140,,,
78,Л.Б. Гончаров атындағы Қазақ автомобиль-жол институты - Казахский автомобильно-дорожный институт имени Л.Б. Гончарова,6B04,B045,Аудит және салық салу - Аудит и налогообложение,50,Математика,География,113,105,,10,,,20,140,,,
13,Л.Н. Гумилев атындағы Еуразия ұлттық университеті - Евразийский национальный университет имени Л.Н. Гумилева,6B02,B031,"Сән, дизайн - Мода, дизайн",115,Творческий экзамен,Творческий экзамен,119,-,,5,,,10,170,,,
27,Әл-Фараби атындағы Қазақ ұлттық университеті - Казахский национальный университет им.аль-Фараби,6B02,B031,"Сән, дизайн - Мода, дизайн",90,Творческий экзамен,Творческий экзамен,119,-,,5,,,10,170,,,
29,Қ.И.Сәтбаев атындағы Қазақ ұлттық техникалық зерттеу университеті - Казахский национальный исследовательский технический университет имени К.И.Сатпаева,6B02,B031,"Сән, дизайн - Мода, дизайн",75,Творческий экзамен,Творческий экзамен,119,-,,5,,,10,170,,,
37,Қожа Ахмет Ясауи атындағы Халықаралық қазақ-түрік университеті - Международный казахско-турецкий университет имени Ходжи Ахмеда Ясави,6B02,B031,"Сән, дизайн - Мода, дизайн",75,Творческий экзамен,Творческий экзамен,119,-,,5,,,10,170,,,
185,Астана халықаралық университеті - Международный университет Астана,6B02,B031,"Сән, дизайн - Мода, дизайн",70,Творческий экзамен,Творческий экзамен,119,-,,5,,,10,170,,,
31,Е.А. Бөкетов атындағы Қарағанды университеті - Карагандинский университет имени академика Е.А. Букетова,6B02,B031,"Сән, дизайн - Мода, дизайн",65,Творческий экзамен,Творческий экзамен,119,-,,5,,,10,170,,,
7,Абай атындағы Қазақ ұлттық педагогикалық университеті - Казахский национальный педагогический университет имени Абая,6B02,B031,"Сән, дизайн - Мода, дизайн",65,Творческий экзамен,Творческий экзамен,119,-,,5,,,10,170,,,
154,Алматы гуманитарлық-экономикалық университеті - Алматинский гуманитарно-экономический университет,6B02,B031,"Сән, дизайн - Мода, дизайн",60,Творческий экзамен,Творческий экзамен,119,-,,5,,,10,170,,,
45,М. Әуезов атындағы Оңтүстік Қазақстан университеті - Южно-Казахстанский университет имени М. Ауэзова,6B02,B031,"Сән, дизайн - Мода, дизайн",55,Творческий экзамен,Творческий экзамен,119,-,,5,,,10,170,,,
5,Қ. Жұбанов атындағы Ақтөбе өңірлік университеті - Актюбинский региональный университет имени К.Жубанова,6B02,B031,"Сән, дизайн - Мода, дизайн",55,Творческий экзамен,Творческий экзамен,119,-,,5,,,10,170,,,
184,«Тұран – Астана» университеті - Университет «Туран-Астана»,6B02,B031,"Сән, дизайн - Мода, дизайн",55,Творческий экзамен,Творческий экзамен,119,-,,5,,,10,170,,,
